27.500000	0.655357	0.714286
30.000000	0.655357	-0.285714
37.500000	0.655357	-0.285714
42.500000	0.655357	-0.285714
47.500000	0.655357	-0.285714
55.000000	0.655357	0.714286
57.500000	0.655357	-0.285714
65.000000	0.655357	0.714286
70.000000	0.655357	0.714286
72.500000	0.655357	-0.285714
75.000000	0.655357	-0.285714
82.500000	0.655357	-0.285714
87.500000	0.655357	-0.285714
90.000000	0.655357	-0.285714
95.000000	0.655357	0.714286
102.500000	0.655357	-0.285714
105.000000	0.655357	0.714286
110.000000	0.655357	-0.285714
117.500000	0.655357	-0.285714
125.000000	0.655357	-0.285714
127.500000	0.655357	-0.285714
180.000000	0.655357	-0.285714
182.500000	0.655357	0.714286
190.000000	0.655357	-0.285714
195.000000	0.655357	0.714286
200.000000	0.655357	-0.285714
202.500000	0.655357	0.714286
210.000000	0.655357	-0.285714
212.500000	0.655357	-0.285714
220.000000	0.655357	0.714286
225.000000	0.655357	-0.285714
232.500000	0.655357	-0.285714
235.000000	0.655357	-0.285714
240.000000	0.655357	0.714286
242.500000	0.655357	-0.285714
250.000000	0.655357	-0.285714
255.000000	0.655357	-0.285714
260.000000	0.655357	-0.285714
262.500000	0.655357	-0.285714
270.000000	0.655357	0.714286
275.000000	0.655357	-0.285714
277.500000	0.655357	-0.285714
